CustomerID,Cluster
14020,0
14021,0
14023,0
14024,0
14027,0
14029,0
14036,0
14039,0
14053,0
14054,0
14055,0
14059,0
14066,0
14068,0
14073,0
14077,0
14079,0
14080,0
14089,0
14090,0
14104,0
14108,0
14109,0
14111,0
14114,0
14117,0
14126,0
14127,0
14133,0
14142,0
14143,0
14147,0
14148,0
14149,0
14154,0
14155,0
14162,0
14167,0
14173,0
14176,0
14177,0
14184,0
14185,0
14195,0
14196,0
14198,0
14199,0
14201,0
14205,0
14206,0
14208,0
14218,0
14219,0
14220,0
14231,0
14236,0
14237,0
14238,0
14241,0
14242,0
14248,0
14259,0
14261,0
14264,0
14270,0
14271,0
14272,0
14273,0
14280,0
14284,0
14287,0
14288,0
14289,0
14295,0
14300,0
14304,0
14311,0
14314,0
14317,0
14320,0
14323,0
14326,0
14327,0
14331,0
14333,0
14338,0
14339,0
14340,0
14342,0
14344,0
14345,0
14348,0
14350,0
14351,0
14353,0
14354,0
14355,0
14356,0
14368,0
14371,0
14373,0
14377,0
14385,0
14386,0
14393,0
14406,0
14411,0
14416,0
14423,0
14424,0
14427,0
14431,0
14436,0
14437,0
14438,0
14448,0
14450,0
14457,0
14463,0
14470,0
14473,0
14474,0
14476,0
14479,0
14480,0
14483,0
14484,0
14489,0
14491,0
14494,0
14495,0
14496,0
14497,0
14500,0
14501,0
14512,0
14513,0
14517,0
14518,0
14520,0
14523,0
14528,0
14532,0
14536,0
14537,0
14538,0
14539,0
14542,0
14551,0
14555,0
14569,0
14576,0
14582,0
14589,0
14600,0
14601,0
14603,0
14616,0
14618,0
14619,0
14620,0
14622,0
14624,0
14625,0
14628,0
14632,0
14633,0
14636,0
14638,0
14641,0
14642,0
14644,0
14645,0
14661,0
14666,0
14681,0
14682,0
14689,0
14693,0
14697,0
14699,0
14703,0
14705,0
14712,0
14714,0
14720,0
14727,0
14747,0
14752,0
14753,0
14757,0
14760,0
14761,0
14762,0
14764,0
14768,0
14772,0
14778,0
14779,0
14780,0
14782,0
14784,0
14785,0
14789,0
14793,0
14795,0
14798,0
14799,0
14804,0
14805,0
14806,0
14816,0
14818,0
14819,0
14820,0
14821,0
14829,0
14836,0
14840,0
14847,0
14850,0
14851,0
14853,0
14855,0
14860,0
14861,0
14863,0
14865,0
14867,0
14870,0
14873,0
14880,0
14881,0
14882,0
14886,0
14888,0
14889,0
14890,0
14894,0
14902,0
14905,0
14908,0
14910,0
14915,0
14924,0
14929,0
14946,0
14947,0
14950,0
14951,0
14958,0
14960,0
14962,0
14964,0
14967,0
14973,0
14975,0
14981,0
14987,0
15007,0
15010,0
15016,0
15018,0
15030,0
15042,0
15043,0
15045,0
15047,0
15049,0
15063,0
15066,0
15070,0
15071,0
15079,0
15081,0
15083,0
15087,0
15090,0
15091,0
15092,0
15096,0
15099,0
15100,0
15101,0
15103,0
15107,0
15109,0
15110,0
15115,0
15119,0
15120,0
15121,0
15124,0
15127,0
15130,0
15135,0
15139,0
15142,0
15143,0
15147,0
15148,0
15149,0
15153,0
15158,0
15160,0
15163,0
15165,0
15168,0
15171,0
15174,0
15178,0
15180,0
15182,0
15185,0
15186,0
15193,0
15198,0
15204,0
15205,0
15206,0
15208,0
15210,0
15211,0
15212,0
15213,0
15215,0
15216,0
15219,0
15221,0
15223,0
15224,0
15225,0
15226,0
15230,0
15234,0
15236,0
15243,0
15246,0
15247,0
15254,0
15256,0
15257,0
15258,0
15261,0
15262,0
15263,0
15264,0
15266,0
15269,0
15277,0
15279,0
15286,0
15287,0
15297,0
15300,0
15303,0
15304,0
15307,0
15308,0
15313,0
15314,0
15316,0
15319,0
15327,0
15342,0
15343,0
15344,0
15345,0
15346,0
15347,0
15348,0
15350,0
15355,0
15360,0
15361,0
15363,0
15368,0
15374,0
15381,0
15385,0
15389,0
15393,0
15395,0
15396,0
15397,0
15400,0
15405,0
15412,0
15414,0
15417,0
15419,0
15422,0
15423,0
15424,0
15428,0
15432,0
15442,0
15445,0
15447,0
15448,0
15450,0
15458,0
15462,0
15463,0
15468,0
15469,0
15475,0
15488,0
15510,0
15512,0
15520,0
15523,0
15524,0
15526,0
15540,0
15551,0
15554,0
15557,0
15561,0
15562,0
15565,0
15567,0
15578,0
15581,0
15585,0
15589,0
15592,0
15593,0
15597,0
15598,0
15603,0
15604,0
15605,0
15609,0
15610,0
15612,0
15619,0
15623,0
15624,0
15634,0
15636,0
15637,0
15639,0
15643,0
15646,0
15648,0
15649,0
15652,0
15655,0
15656,0
15657,0
15658,0
15659,0
15661,0
15663,0
15664,0
15667,0
15668,0
15669,0
15670,0
15675,0
15677,0
15678,0
15683,0
15689,0
15690,0
15691,0
15692,0
15695,0
15699,0
15703,0
15705,0
15706,0
15709,0
15713,0
15714,0
15717,0
15724,0
15725,0
15729,0
15732,0
15733,0
15734,0
15739,0
15740,0
15744,0
15745,0
15753,0
15754,0
15758,0
15759,0
15762,0
15763,0
15766,0
15768,0
15774,0
15775,0
15776,0
15777,0
15780,0
15781,0
15783,0
15802,0
15803,0
15807,0
15809,0
15820,0
15823,0
15825,0
15830,0
15835,0
15836,0
15837,0
15840,0
15843,0
15844,0
15847,0
15852,0
15857,0
15865,0
15869,0
15881,0
15882,0
15885,0
15886,0
15888,0
15895,0
15897,0
15899,0
15909,0
15912,0
15917,0
15921,0
15922,0
15925,0
15930,0
15935,0
15937,0
15938,0
15940,0
15942,0
15944,0
15945,0
15949,0
15951,0
15958,0
15963,0
15969,0
15970,0
15973,0
15975,0
15986,0
15990,0
15992,0
15994,0
16006,0
16008,0
16018,0
16025,0
16034,0
16037,0
16038,0
16048,0
16050,0
16055,0
16063,0
16071,0
16072,0
16073,0
16078,0
16080,0
16091,0
16093,0
16096,0
16097,0
16105,0
16106,0
16112,0
16114,0
16116,0
16119,0
16123,0
16124,0
16125,0
16127,0
16134,0
16135,0
16136,0
16139,0
16141,0
16142,0
16144,0
16147,0
16148,0
16149,0
16157,0
16159,0
16162,0
16163,0
16171,0
16177,0
16178,0
16179,0
16181,0
16183,0
16185,0
16189,0
16190,0
16193,0
16198,0
16202,0
16203,0
16207,0
16211,0
16212,0
16213,0
16215,0
16216,0
16217,0
16226,0
16227,0
16229,0
16230,0
16233,0
16235,0
16236,0
16239,0
16248,0
16250,0
16257,0
16260,0
16266,0
16268,0
16272,0
16275,0
16278,0
16282,0
16287,0
16292,0
16297,0
16298,0
16302,0
16305,0
16311,0
16313,0
16315,0
16318,0
16319,0
16323,0
16325,0
16337,0
16338,0
16342,0
16344,0
16345,0
16351,0
16352,0
16354,0
16357,0
16363,0
16364,0
16365,0
16366,0
16378,0
16384,0
16387,0
16403,0
16404,0
16405,0
16414,0
16423,0
16424,0
16425,0
16427,0
16429,0
16430,0
16432,0
16433,0
16441,0
16449,0
16450,0
16451,0
16457,0
16462,0
16468,0
16471,0
16473,0
16475,0
16478,0
16482,0
16484,0
16488,0
16499,0
16500,0
16506,0
16509,0
16510,0
16513,0
16516,0
16517,0
16519,0
16526,0
16527,0
16528,0
16529,0
16535,0
16542,0
16545,0
16552,0
16554,0
16555,0
16557,0
16561,0
16565,0
16566,0
16569,0
16573,0
16581,0
16582,0
16583,0
16586,0
16587,0
16589,0
16591,0
16593,0
16596,0
16597,0
16598,0
16602,0
16603,0
16610,0
16611,0
16613,0
16614,0
16616,0
16617,0
16619,0
16620,0
16621,0
16623,0
16625,0
16627,0
16634,0
16641,0
16642,0
16643,0
16647,0
16648,0
16650,0
16654,0
16658,0
16659,0
16665,0
16668,0
16679,0
16680,0
16689,0
16690,0
16692,0
16696,0
16708,0
16716,0
16723,0
16732,0
16734,0
16737,0
16739,0
16742,0
16752,0
16756,0
16757,0
16758,0
16761,0
16763,0
16765,0
16774,0
16778,0
16781,0
16784,0
16789,0
16792,0
16793,0
16796,0
16803,0
16808,0
16810,0
16811,0
16812,0
16816,0
16820,0
16824,0
16826,0
16828,0
16829,0
16830,0
16832,0
16833,0
16834,0
16835,0
16836,0
16838,0
16846,0
16847,0
16848,0
16849,0
16850,0
16851,0
16852,0
16855,0
16856,0
16858,0
16861,0
16863,0
16866,0
16872,0
16882,0
16884,0
16909,0
16913,0
16915,0
16917,0
16926,0
16933,0
16943,0
16947,0
16952,0
16953,0
16955,0
16956,0
16957,0
16959,0
16961,0
16963,0
16967,0
16968,0
16976,0
16982,0
16988,0
16990,0
16998,0
16999,0
17006,0
17007,0
17010,0
17011,0
17018,0
17022,0
17024,0
17025,0
17026,0
17030,0
17031,0
17034,0
17035,0
17040,0
17045,0
17048,0
17053,0
17060,0
17064,0
17076,0
17079,0
17080,0
17094,0
17096,0
17102,0
17110,0
17115,0
17117,0
17118,0
17119,0
17120,0
17122,0
17123,0
17128,0
17134,0
17138,0
17140,0
17142,0
17146,0
17148,0
17153,0
17155,0
17157,0
17163,0
17165,0
17166,0
17171,0
17174,0
17176,0
17181,0
17186,0
17187,0
17190,0
17194,0
17197,0
17206,0
17212,0
17217,0
17222,0
17226,0
17232,0
17234,0
17235,0
17237,0
17239,0
17245,0
17253,0
17256,0
17278,0
17279,0
17291,0
17298,0
17312,0
17325,0
17329,0
17330,0
17331,0
17333,0
17334,0
17339,0
17343,0
17347,0
17349,0
17351,0
17361,0
17370,0
17374,0
17382,0
17384,0
17394,0
17398,0
17408,0
17409,0
17411,0
17415,0
17418,0
17420,0
17423,0
17427,0
17430,0
17436,0
17438,0
17440,0
17446,0
17453,0
17455,0
17456,0
17460,0
17462,0
17464,0
17466,0
17468,0
17475,0
17480,0
17483,0
17486,0
17492,0
17495,0
17496,0
17498,0
17500,0
17501,0
17502,0
17506,0
17510,0
17513,0
17517,0
17520,0
17524,0
17525,0
17526,0
17527,0
17531,0
17534,0
17535,0
17536,0
17538,0
17540,0
17548,0
17549,0
17556,0
17557,0
17569,0
17572,0
17573,0
17574,0
17578,0
17600,0
17601,0
17603,0
17615,0
17616,0
17620,0
17623,0
17628,0
17630,0
17631,0
17636,0
17637,0
17639,0
17640,0
17643,0
17646,0
17647,0
17650,0
17668,0
17670,0
17678,0
17680,0
17684,0
17691,0
17693,0
17694,0
17697,0
17698,0
17701,0
17704,0
17707,0
17709,0
17711,0
17712,0
17714,0
17715,0
17718,0
17724,0
17732,0
17733,0
17734,0
17736,0
17737,0
17742,0
17746,0
17747,0
17749,0
17752,0
17760,0
17761,0
17763,0
17767,0
17770,0
17775,0
17781,0
17785,0
17788,0
17789,0
17791,0
17805,0
17817,0
17824,0
17830,0
17831,0
17846,0
17848,0
17849,0
17854,0
17855,0
17862,0
17866,0
17869,0
17871,0
17874,0
17877,0
17878,0
17879,0
17880,0
17881,0
17887,0
17889,0
17892,0
17896,0
17900,0
17905,0
17923,0
17925,0
17926,0
17928,0
17929,0
17934,0
17939,0
17941,0
17942,0
17947,0
17948,0
17955,0
17956,0
17958,0
17969,0
17973,0
17977,0
17978,0
17985,0
17986,0
17987,0
17990,0
17991,0
17995,0
18006,0
18010,0
18019,0
18024,0
18030,0
18032,0
18040,0
18042,0
18048,0
18050,0
18053,0
18056,0
18058,0
18059,0
18062,0
18064,0
18066,0
18068,0
18071,0
18072,0
18074,0
18078,0
18081,0
18084,0
18085,0
18086,0
18095,0
18104,0
18108,0
18112,0
18113,0
18136,0
18138,0
18146,0
18147,0
18149,0
18150,0
18151,0
18154,0
18155,0
18159,0
18160,0
18164,0
18165,0
18169,0
18174,0
18176,0
18183,0
18184,0
18185,0
18190,0
18191,0
18193,0
18205,0
18209,0
18211,0
18213,0
18215,0
18216,0
18220,0
18222,0
18224,0
18227,0
18228,0
18232,0
18233,0
18236,0
18240,0
18246,0
18249,0
18250,0
18255,0
18261,0
18262,0
18265,0
18268,0
18269,0
18270,0
18273,0
18274,0
18276,0
18277,0
18278,0
18280,0
18281,0
18282,0
12838,1
12844,1
12847,1
12851,1
12856,1
12872,1
12890,1
12893,1
12904,1
12920,1
12923,1
12933,1
12940,1
12942,1
12956,1
12965,1
12970,1
12977,1
12988,1
13030,1
13066,1
13067,1
13077,1
13110,1
13121,1
13137,1
13140,1
13166,1
13168,1
13170,1
13171,1
13173,1
13176,1
13187,1
13189,1
13193,1
13208,1
13212,1
13221,1
13226,1
13230,1
13232,1
13240,1
13243,1
13244,1
13259,1
13263,1
13271,1
13273,1
13278,1
13280,1
13291,1
13301,1
13322,1
13357,1
13379,1
13428,1
13439,1
13451,1
13467,1
13474,1
13521,1
13532,1
13533,1
13544,1
13546,1
13548,1
13558,1
13560,1
13565,1
13566,1
13568,1
13569,1
13570,1
13571,1
13584,1
13596,1
13598,1
13601,1
13603,1
13606,1
13607,1
13610,1
13614,1
13621,1
13623,1
13634,1
13637,1
13642,1
13656,1
13667,1
13673,1
13684,1
13708,1
13715,1
13716,1
13736,1
13745,1
13755,1
13760,1
13764,1
13772,1
13780,1
13781,1
13782,1
13790,1
13821,1
13822,1
13827,1
13838,1
13859,1
13955,1
13956,1
13959,1
13975,1
14034,1
14037,1
14041,1
14044,1
14046,1
14048,1
14052,1
14067,1
14071,1
14076,1
14081,1
14082,1
14083,1
14087,1
14093,1
14098,1
14100,1
14130,1
14157,1
14159,1
14161,1
14165,1
14171,1
14174,1
14178,1
14179,1
14204,1
14224,1
14234,1
14247,1
14349,1
14357,1
14362,1
14375,1
14379,1
14381,1
14382,1
14396,1
14410,1
14413,1
14419,1
14420,1
14428,1
14432,1
14446,1
14449,1
14451,1
14452,1
14453,1
14456,1
14461,1
14462,1
14465,1
14467,1
14472,1
14485,1
14487,1
14498,1
14499,1
14502,1
14504,1
14505,1
14506,1
14508,1
14524,1
14529,1
14535,1
14546,1
14549,1
14552,1
14553,1
14570,1
14573,1
14577,1
14578,1
14581,1
14583,1
14584,1
14585,1
14586,1
14587,1
14591,1
14592,1
14593,1
14594,1
14598,1
14606,1
14623,1
14629,1
14647,1
14649,1
14651,1
14652,1
14653,1
14656,1
14657,1
14658,1
14660,1
14662,1
14664,1
14669,1
14670,1
14672,1
14675,1
14684,1
14690,1
14692,1
14698,1
14701,1
14704,1
14710,1
14711,1
14716,1
14719,1
14722,1
14723,1
14729,1
14730,1
14731,1
14765,1
14792,1
14801,1
14810,1
14813,1
14823,1
14830,1
14869,1
14871,1
14896,1
14903,1
14953,1
14954,1
14957,1
14963,1
14965,1
14966,1
14968,1
14971,1
14972,1
14974,1
14976,1
14978,1
14984,1
14985,1
14988,1
14995,1
14998,1
15000,1
15004,1
15005,1
15006,1
15009,1
15012,1
15014,1
15017,1
15019,1
15021,1
15022,1
15025,1
15026,1
15031,1
15033,1
15035,1
15036,1
15038,1
15041,1
15048,1
15051,1
15052,1
15054,1
15058,1
15059,1
15060,1
15068,1
15097,1
15154,1
15164,1
15167,1
15175,1
15184,1
15272,1
15276,1
15280,1
15292,1
15318,1
15320,1
15325,1
15326,1
15334,1
15335,1
15339,1
15349,1
15351,1
15353,1
15356,1
15376,1
15386,1
15406,1
15407,1
15408,1
15415,1
15426,1
15427,1
15429,1
15435,1
15436,1
15437,1
15438,1
15440,1
15444,1
15452,1
15453,1
15454,1
15456,1
15457,1
15460,1
15464,1
15466,1
15467,1
15471,1
15472,1
15483,1
15493,1
15494,1
15503,1
15504,1
15506,1
15507,1
15508,1
15511,1
15516,1
15517,1
15522,1
15525,1
15528,1
15529,1
15531,1
15532,1
15533,1
15535,1
15537,1
15539,1
15541,1
15543,1
15545,1
15550,1
15552,1
15553,1
15555,1
15556,1
15571,1
15573,1
15574,1
15577,1
15579,1
15584,1
15607,1
15644,1
15645,1
15679,1
15700,1
15701,1
15707,1
15716,1
15719,1
15720,1
15721,1
15723,1
15743,1
15746,1
15748,1
15752,1
15756,1
15787,1
15790,1
15799,1
15800,1
15821,1
15834,1
15850,1
15853,1
15855,1
15858,1
15860,1
15862,1
15863,1
15866,1
15867,1
15870,1
15872,1
15877,1
15880,1
15883,1
15889,1
15891,1
15894,1
15900,1
15901,1
15904,1
15906,1
15907,1
15910,1
15916,1
15918,1
15919,1
15920,1
15923,1
15952,1
15957,1
15965,1
15967,1
15976,1
15988,1
15993,1
15996,1
15998,1
16005,1
16007,1
16010,1
16014,1
16015,1
16016,1
16017,1
16022,1
16023,1
16024,1
16026,1
16030,1
16031,1
16049,1
16052,1
16054,1
16056,1
16059,1
16065,1
16084,1
16085,1
16104,1
16110,1
16113,1
16115,1
16117,1
16121,1
16200,1
16204,1
16205,1
16206,1
16208,1
16221,1
16222,1
16225,1
16241,1
16243,1
16247,1
16261,1
16274,1
16284,1
16322,1
16324,1
16326,1
16330,1
16332,1
16339,1
16340,1
16343,1
16347,1
16348,1
16349,1
16356,1
16360,1
16361,1
16362,1
16367,1
16368,1
16370,1
16372,1
16374,1
16376,1
16383,1
16385,1
16386,1
16392,1
16395,1
16399,1
16400,1
16402,1
16406,1
16411,1
16412,1
16413,1
16415,1
16418,1
16426,1
16431,1
16438,1
16442,1
16444,1
16445,1
16447,1
16448,1
16454,1
16460,1
16461,1
16464,1
16469,1
16470,1
16474,1
16479,1
16483,1
16485,1
16495,1
16498,1
16504,1
16511,1
16518,1
16520,1
16533,1
16536,1
16549,1
16594,1
16595,1
16601,1
16629,1
16657,1
16666,1
16667,1
16669,1
16674,1
16685,1
16686,1
16693,1
16697,1
16706,1
16710,1
16720,1
16721,1
16725,1
16726,1
16727,1
16728,1
16730,1
16738,1
16744,1
16750,1
16753,1
16755,1
16764,1
16768,1
16769,1
16770,1
16771,1
16773,1
16776,1
16777,1
16780,1
16788,1
16791,1
16794,1
16795,1
16800,1
16804,1
16805,1
16806,1
16809,1
16813,1
16823,1
16869,1
16877,1
16878,1
16880,1
16883,1
16885,1
16887,1
16891,1
16892,1
16893,1
16895,1
16897,1
16898,1
16899,1
16900,1
16903,1
16904,1
16906,1
16907,1
16910,1
16914,1
16916,1
16918,1
16921,1
16924,1
16930,1
16931,1
16932,1
16936,1
16942,1
16960,1
16965,1
16971,1
16978,1
17014,1
17015,1
17019,1
17027,1
17038,1
17051,1
17052,1
17059,1
17062,1
17070,1
17073,1
17075,1
17081,1
17085,1
17105,1
17109,1
17111,1
17114,1
17124,1
17125,1
17126,1
17179,1
17180,1
17189,1
17191,1
17198,1
17201,1
17214,1
17218,1
17219,1
17220,1
17221,1
17223,1
17229,1
17231,1
17233,1
17236,1
17238,1
17247,1
17248,1
17250,1
17251,1
17252,1
17254,1
17255,1
17259,1
17263,1
17265,1
17266,1
17267,1
17274,1
17284,1
17286,1
17287,1
17289,1
17290,1
17295,1
17297,1
17301,1
17303,1
17309,1
17321,1
17323,1
17337,1
17341,1
17344,1
17345,1
17346,1
17348,1
17356,1
17357,1
17358,1
17359,1
17360,1
17362,1
17367,1
17371,1
17372,1
17373,1
17375,1
17376,1
17379,1
17383,1
17385,1
17387,1
17392,1
17397,1
17403,1
17431,1
17432,1
17433,1
17454,1
17458,1
17459,1
17461,1
17463,1
17472,1
17489,1
17507,1
17514,1
17515,1
17516,1
17530,1
17542,1
17545,1
17550,1
17551,1
17555,1
17561,1
17564,1
17566,1
17571,1
17579,1
17580,1
17582,1
17585,1
17590,1
17595,1
17604,1
17608,1
17609,1
17611,1
17614,1
17619,1
17625,1
17634,1
17654,1
17660,1
17673,1
17708,1
17758,1
17759,1
17764,1
17765,1
17771,1
17772,1
17774,1
17777,1
17779,1
17783,1
17786,1
17793,1
17795,1
17796,1
17797,1
17799,1
17802,1
17812,1
17813,1
17816,1
17827,1
17832,1
17835,1
17836,1
17837,1
17839,1
17843,1
17852,1
17859,1
17860,1
17864,1
17870,1
17883,1
17884,1
17885,1
17886,1
17890,1
17891,1
17893,1
17894,1
17895,1
17897,1
17898,1
17899,1
17901,1
17904,1
17906,1
17908,1
17911,1
17912,1
17913,1
17914,1
17917,1
17920,1
17921,1
17931,1
17935,1
17936,1
17946,1
17950,1
17954,1
17957,1
17960,1
17961,1
17962,1
17964,1
17965,1
17967,1
17968,1
17972,1
17974,1
17976,1
17979,1
17984,1
17988,1
17994,1
17999,1
18001,1
18004,1
18005,1
18009,1
18011,1
18013,1
18014,1
18015,1
18018,1
18022,1
18027,1
18033,1
18034,1
18036,1
18037,1
18043,1
18045,1
18067,1
18069,1
18082,1
18088,1
18096,1
18099,1
18101,1
18105,1
18106,1
18110,1
18114,1
18116,1
18117,1
18118,1
18119,1
18120,1
18122,1
18125,1
18126,1
18127,1
18129,1
18156,1
18168,1
18181,1
18196,1
18200,1
18203,1
18212,1
18252,1
18283,1
12346,2
12747,2
12748,2
12749,2
12820,2
12822,2
12826,2
12828,2
12830,2
12836,2
12839,2
12840,2
12841,2
12842,2
12843,2
12849,2
12853,2
12854,2
12857,2
12867,2
12868,2
12875,2
12877,2
12878,2
12879,2
12885,2
12886,2
12891,2
12901,2
12906,2
12908,2
12909,2
12910,2
12912,2
12913,2
12916,2
12919,2
12921,2
12924,2
12925,2
12928,2
12931,2
12935,2
12936,2
12937,2
12939,2
12947,2
12948,2
12949,2
12950,2
12951,2
12952,2
12955,2
12957,2
12963,2
12967,2
12971,2
12976,2
12980,2
12985,2
12989,2
12994,2
12997,2
13001,2
13004,2
13012,2
13013,2
13014,2
13015,2
13016,2
13018,2
13021,2
13026,2
13027,2
13028,2
13032,2
13035,2
13038,2
13047,2
13048,2
13050,2
13055,2
13064,2
13069,2
13075,2
13078,2
13081,2
13082,2
13089,2
13090,2
13091,2
13093,2
13094,2
13097,2
13098,2
13102,2
13104,2
13107,2
13109,2
13113,2
13115,2
13117,2
13118,2
13122,2
13124,2
13126,2
13131,2
13134,2
13135,2
13136,2
13138,2
13139,2
13141,2
13148,2
13149,2
13151,2
13153,2
13155,2
13157,2
13158,2
13159,2
13162,2
13165,2
13167,2
13174,2
13178,2
13183,2
13184,2
13186,2
13192,2
13196,2
13198,2
13199,2
13200,2
13203,2
13209,2
13211,2
13213,2
13224,2
13225,2
13233,2
13235,2
13246,2
13249,2
13253,2
13265,2
13266,2
13267,2
13268,2
13269,2
13282,2
13285,2
13294,2
13297,2
13305,2
13308,2
13309,2
13310,2
13313,2
13314,2
13316,2
13317,2
13319,2
13320,2
13324,2
13327,2
13328,2
13329,2
13330,2
13334,2
13336,2
13340,2
13344,2
13354,2
13362,2
13363,2
13365,2
13373,2
13375,2
13376,2
13381,2
13384,2
13394,2
13396,2
13397,2
13402,2
13408,2
13410,2
13414,2
13418,2
13421,2
13422,2
13425,2
13426,2
13427,2
13429,2
13430,2
13431,2
13435,2
13437,2
13447,2
13448,2
13450,2
13455,2
13456,2
13458,2
13461,2
13468,2
13471,2
13475,2
13477,2
13481,2
13486,2
13488,2
13489,2
13491,2
13495,2
13496,2
13499,2
13500,2
13507,2
13509,2
13510,2
13515,2
13516,2
13517,2
13518,2
13523,2
13527,2
13534,2
13536,2
13549,2
13552,2
13555,2
13557,2
13562,2
13564,2
13572,2
13576,2
13577,2
13583,2
13588,2
13590,2
13591,2
13593,2
13599,2
13611,2
13627,2
13629,2
13630,2
13631,2
13632,2
13635,2
13636,2
13639,2
13644,2
13647,2
13650,2
13652,2
13654,2
13655,2
13658,2
13659,2
13662,2
13668,2
13678,2
13680,2
13681,2
13685,2
13689,2
13692,2
13694,2
13695,2
13700,2
13704,2
13709,2
13717,2
13719,2
13722,2
13725,2
13726,2
13728,2
13730,2
13732,2
13735,2
13742,2
13743,2
13744,2
13750,2
13752,2
13753,2
13756,2
13758,2
13761,2
13763,2
13767,2
13769,2
13771,2
13777,2
13784,2
13791,2
13798,2
13799,2
13802,2
13804,2
13805,2
13808,2
13819,2
13823,2
13824,2
13831,2
13835,2
13842,2
13848,2
13849,2
13850,2
13851,2
13854,2
13856,2
13860,2
13862,2
13867,2
13868,2
13869,2
13870,2
13871,2
13875,2
13878,2
13880,2
13881,2
13882,2
13883,2
13890,2
13892,2
13895,2
13901,2
13908,2
13911,2
13914,2
13918,2
13924,2
13931,2
13934,2
13939,2
13940,2
13941,2
13949,2
13952,2
13953,2
13969,2
13971,2
13979,2
13982,2
13983,2
13984,2
13985,2
13988,2
13989,2
13991,2
13993,2
13994,2
13995,2
13999,2
14000,2
14001,2
14002,2
14004,2
14005,2
14006,2
14013,2
14014,2
14015,2
14019,2
14022,2
14030,2
14031,2
14032,2
14035,2
14038,2
14040,2
14045,2
14047,2
14049,2
14050,2
14051,2
14056,2
